palavra,categoria gramatical,fonética
bo·na·cho·na,nome feminino,bu.nɐ.ʃˈo.nɐ
bo·nan·ça,nome feminino,bu.nˈɐ̃.sɐ
bo·nan·çar,verbo,bu.nɐ̃.sˈaɾ
bo·nan·ças,nome feminino,bu.nˈɐ̃.sɐʃ
bo·nan·ço·sa·men·te,advérbio,bu.nɐ̃.sɔ.zɐ.mˈẽ.tɨ
bo·nan·ço·so,adjetivo,bu.nɐ̃.sˈo.zu
bo·na·par·tis·mo,nome masculino,bu.nɐ.pɐɾ.tˈiʒ.mu
bo·na·par·tis·ta,adjetivo,bu.nɐ.pɐɾ.tˈiʃ.tɐ
bo·na·par·tis·ta,nome masculino,bu.nɐ.pɐɾ.tˈiʃ.tɐ
bo·na·par·tis·ta,nome feminino,bu.nɐ.pɐɾ.tˈiʃ.tɐ
bon·da·de,nome feminino,bõ.dˈa.dɨ
bon·dar,verbo,bõ.dˈaɾ
bon·de,nome masculino,bˈõ.dɨ
bon·do,adjetivo,bˈõ.du
bon·do,nome masculino,bˈõ.du ou bˈõ.du
bon·do·sa·men·te,advérbio,bõ.dɔ.zɐ.mˈẽ.tɨ
bon·do·so,adjetivo,bõ.dˈo.zu
bo·né,nome masculino,bɔ.nˈɛ
bo·ne·ca,nome feminino,bu.nˈɛ.kɐ
bo·ne·ca·da,nome feminino,bu.nɨ.kˈa.dɐ
bo·ne·car,verbo,bu.nɛ.kˈaɾ
bo·ne·co,nome masculino,bu.nˈɛ.ku
bo·ne·crei·ro,nome masculino,bu.nɨ.kɾˈɐj.ɾu
bo·nhar,verbo,bu.ɲˈaɾ
bo·ni·fi·ca·ção,nome feminino,bu.ni.fi.kɐ.sˈɐ̃w
bo·ni·fi·car,verbo,bu.ni.fi.kˈaɾ
bo·ni·fra·te,nome masculino,bu.ni.fɾˈa.tɨ
bo·ni·na,nome feminino,bu.nˈi.nɐ
bo·ni·to,adjetivo,bu.nˈi.tu
bo·ni·to,nome masculino,bu.nˈi.tu
bo·no·mi·a,nome feminino,bu.nu.mˈi.ɐ
bons-di·as,nome masculino,bˌõʒ.dˈi.ɐʃ
bon·sai,nome masculino,bõ.sˈaj
bô·nus,nome masculino,bˈo.nuʃ
bó·nus,nome masculino,bˈɔ.nuʃ
bon·zão,adjetivo,bõ.zˈɐ̃w
bon·zo,nome masculino,bˈõ.zu
boo·le·a·no,adjetivo,bu.ljˈɐ.nu
boom,nome masculino,
bo·que·ar,verbo,bu.kjˈaɾ
bo·quei·rão,nome masculino,bu.kɐj.ɾˈɐ̃w
bo·qui·a·ber·to,adjetivo,bu.kjɐ.bˈɛɾ.tu
bo·qui·a·brir,verbo,bu.kjɐ.bɾˈiɾ
bo·qui·lha,nome feminino,bu.kˈi.ʎɐ
bo·qui·nha,nome feminino,bu.kˈi.ɲɐ
bor·ben·se,adjetivo,boɾ.bˈẽ.sɨ
bor·ben·se,nome masculino,boɾ.bˈẽ.sɨ ou boɾ.bˈẽ.sɨ
bor·bo·le·ta,nome feminino,boɾ.bu.lˈe.tɐ
bor·bo·le·tar,verbo,boɾ.bu.lɨ.tˈaɾ
bor·bó·ni·co,adjetivo,boɾ.bˈɔ.ni.ku
bor·bo·tão,nome masculino,boɾ.bu.tˈɐ̃w
bor·bu·lha,nome feminino,boɾ.bˈu.ʎɐ
bor·bu·lha·gem,nome feminino,boɾ.bu.ʎˈa.ʒɐ̃j
bor·bu·lhan·te,adjetivo,boɾ.bu.ʎˈɐ̃.tɨ
bor·bu·lhan·te·men·te,advérbio,boɾ.bu.ʎɐ̃.tɨ.mˈẽ.tɨ
bor·bu·lhar,verbo,boɾ.bu.ʎˈaɾ
bor·car,verbo,boɾ.kˈaɾ
bor·co,nome masculino,bˈoɾ.ku
bor·da,nome feminino,bˈɔɾ.dɐ
bor·da·da,nome feminino,boɾ.dˈa.dɐ
bor·da·dei·ra,nome feminino,boɾ.dɐ.dˈɐj.ɾɐ
bor·da·do,adjetivo,boɾ.dˈa.du
bor·da·do,nome masculino,boɾ.dˈa.du
bor·da·du·ra,nome feminino,boɾ.dɐ.dˈu.ɾɐ
bor·da·lês,adjetivo,boɾ.dɐ.lˈeʃ
bor·da·lês,nome masculino,boɾ.dɐ.lˈeʃ
bor·da·le·sa,nome feminino,boɾ.dɐ.lˈe.zɐ
bor·da·lo,nome masculino,boɾ.dˈa.lu
bor·dão,nome masculino,boɾ.dˈɐ̃w
bor·dar,verbo,boɾ.dˈaɾ
bor·deaux,adjetivo,
bor·deaux,nome masculino,
bor·dei·ra,nome feminino,boɾ.dˈɐj.ɾɐ
bor·de·ja·do,adjetivo,boɾ.dɨ.ʒˈa.du
bor·de·jar,verbo,boɾ.dɨ.ʒˈaɾ
bor·del,nome masculino,boɾ.dˈɛɫ
bor·de·lês,adjetivo,boɾ.dɨ.lˈeʃ
bor·de·lês,nome masculino,boɾ.dɨ.lˈeʃ
bor·déus,nome masculino,boɾ.dˈɛwʃ
bor·dô,nome masculino,bɔɾ.dˈo
bor·do,nome masculino,bˈɔɾ.du$$bˈoɾ.du
bor·do·a·da,nome feminino,boɾ.dwˈa.dɐ
bo·re·al,adjetivo,bu.ɾjˈaɫ
bor·ga,nome feminino,bˈɔɾ.gɐ
bor·go·nha,nome masculino,boɾ.gˈo.ɲɐ
bor·go·nhês,adjetivo,boɾ.gu.ɲˈeʃ
bor·go·nhês,nome masculino,boɾ.gu.ɲˈeʃ
bor·go·nhe·sa,nome feminino,boɾ.gu.ɲˈe.zɐ
bo·ri,nome masculino,bˈɔ.ɾi
bor·la,nome feminino,bˈɔɾ.lɐ
bor·lis·ta,nome masculino,bɔɾ.lˈiʃ.tɐ ou bɔɾ.lˈiʃ.tɐ
bor·lis·ta,adjetivo,bɔɾ.lˈiʃ.tɐ
bor·nal,nome masculino,boɾ.nˈaɫ
bor·ne,nome masculino,bˈɔɾ.nɨ
bo·ro,nome masculino,bˈɔ.ɾu
bo·ro·a,nome feminino,bu.ɾˈo.ɐ
bor·ra,nome feminino,bˈɔ.ʀɐ
bor·ra-bo·tas,nome masculino,bˌɔ.ʀɐ.bˈɔ.tɐʃ ou bˌɔ.ʀɐ.bˈɔ.tɐʃ
bor·ra·cha,nome feminino,bu.ʀˈa.ʃɐ
bor·ra·chão,nome masculino,bu.ʀɐ.ʃˈɐ̃w
bor·ra·chei·ra,nome feminino,bu.ʀɐ.ʃˈɐj.ɾɐ
bor·ra·cho,nome masculino,bu.ʀˈa.ʃu
bor·ra·cho,adjetivo,bu.ʀˈa.ʃu
bor·ra·cho,nome feminino,bu.ʀˈa.ʃu
bor·ra·da,nome feminino,bu.ʀˈa.dɐ
bor·ra·do,adjetivo,bu.ʀˈa.du
bor·ra·gem,nome feminino,bu.ʀˈa.ʒɐ̃j
bor·ra·lha,nome feminino,bu.ʀˈɐ.ʎɐ
bor·ra·lhei·ra,nome feminino,bu.ʀɐ.ʎˈɐj.ɾɐ
bor·ra·lhei·ro,nome masculino,bu.ʀɐ.ʎˈɐj.ɾu
bor·ra·lhei·ro,adjetivo,bu.ʀɐ.ʎˈɐj.ɾu
bor·ra·lho,nome masculino,bu.ʀˈɐ.ʎu
bor·ra·lho,adjetivo,bu.ʀˈɐ.ʎu
bor·rão,nome masculino,bu.ʀˈɐ̃w
bor·rar,verbo,bu.ʀˈaɾ
bor·ras·ca,nome feminino,bu.ʀˈaʃ.kɐ
bor·ra·ta·da,nome feminino,bu.ʀɐ.tˈa.dɐ
bor·ra·tar,verbo,bu.ʀɐ.tˈaɾ
bor·re·ga,nome feminino,bu.ʀˈe.gɐ
bor·re·ga·da,nome feminino,bu.ʀɨ.gˈa.dɐ
bor·re·gar,verbo,bu.ʀɨ.gˈaɾ
bor·re·go,nome masculino,bu.ʀˈe.gu
bor·re·lho,nome masculino,bu.ʀˈɐ.ʎu
bor·ri·fa·do,adjetivo,bu.ʀi.fˈa.du
bor·ri·far,verbo,bu.ʀi.fˈaɾ
bor·ri·fo,nome masculino,bu.ʀˈi.fu
bo·são,nome masculino,bu.zˈɐ̃w
bós·ni·a,nome feminino,bˈɔʒ.njɐ
bós·ni·o,nome masculino,bˈɔʒ.nju
bós·ni·o,adjetivo,bˈɔʒ.nju
bos·que,nome masculino,bˈɔʃ.kɨ
bos·que·jar,verbo,buʃ.kɨ.ʒˈaɾ
bos·que·jo,nome masculino,buʃ.kˈɐ.ʒu
bos·que·te,nome masculino,buʃ.kˈe.tɨ
bos·quí·ma·no,adjetivo,buʃ.kˈi.mɐ.nu
bos·quí·ma·no,nome masculino,buʃ.kˈi.mɐ.nu
boss,nome masculino,
bos·sa,nome feminino,bˈɔ.sɐ
bos·se,nome masculino,bˈɔ.sɨ
bos·ta,nome feminino,bˈɔʃ.tɐ
bos·tar,verbo,buʃ.tˈaɾ
bos·to·ni·a·na,nome feminino,buʃ.tu.njˈɐ.nɐ
bos·to·ni·a·no,adjetivo,buʃ.tu.njˈɐ.nu
bos·to·ni·a·no,nome masculino,buʃ.tu.njˈɐ.nu
bo·ta,nome feminino,bˈɔ.tɐ
bo·ta de e·lás·ti·co,nome masculino,bˌɔ.tɐ.dɨ.i.lˈaʃ.ti.ku ou bˌɔ.tɐ.dɨ.i.lˈaʃ.ti.ku
bo·ta de e·lás·ti·co,adjetivo,bˌɔ.tɐ.dɨ.i.lˈaʃ.ti.ku
bo·ta-a·bai·xo,nome masculino,bˌɔ.tɐ.ɐ.bˈaj.ʃu
bo·ta-fo·ra,nome masculino,bˌɔ.tɐ.fˈɔ.ɾɐ
bo·tâ·ni·ca,nome feminino,bu.tˈɐ.ni.kɐ
bo·ta·ni·ca·men·te,advérbio,bu.ta.ni.kɐ.mˈẽ.tɨ
bo·tâ·ni·co,nome masculino,bu.tˈɐ.ni.ku
bo·tâ·ni·co,adjetivo,bu.tˈɐ.ni.ku
bo·tão,nome masculino,bu.tˈɐ̃w
bo·tar,verbo,bu.tˈaɾ
bo·ta·réu,nome masculino,bu.tɐ.ɾˈɛw
bo·te,nome masculino,bˈɔ.tɨ
bo·te·co,nome masculino,bu.tˈɛ.ku
bo·te·lha,nome feminino,bu.tˈɐ.ʎɐ
bo·te·lhei·ro,nome masculino,bu.tɨ.ʎˈɐj.ɾu
bo·te·lho,nome masculino,bu.tˈɐ.ʎu
bo·te·quim,nome masculino,bu.tɨ.kˈĩ
bo·ti·ca,nome feminino,bu.tˈi.kɐ
bo·ti·cá·ri·o,nome masculino,bu.ti.kˈa.ɾju
bo·ti·far·ra,nome feminino,bu.ti.fˈa.ʀɐ
bo·ti·ja,nome feminino,bu.tˈi.ʒɐ
bo·tim,nome masculino,bu.tˈĩ
bo·ti·na,nome feminino,bu.tˈi.nɐ
bo·to,nome masculino,bˈo.tu
bo·to,adjetivo,bˈo.tu
bo·to·ei·ra,nome feminino,bu.twˈɐj.ɾɐ
bot·su·a·na,nome feminino,bɔt.swˈɐ.nɐ
bot·su·a·no,adjetivo,bɔt.swˈɐ.nu
bo·tu·li·na,nome feminino,bu.tu.lˈi.nɐ
bo·tu·lis·mo,nome masculino,bu.tu.lˈiʒ.mu
bou·ça,nome feminino,bˈo.sɐ
bou·çar,verbo,bo.sˈaɾ
bou·quet,nome masculino,
bou·ti·que,nome feminino,
bo·va·ris·mo,nome masculino,bu.vɐ.ɾˈiʒ.mu
bo·vi·ni·cul·tor,nome masculino,bu.vi.ni.kuɫ.tˈoɾ
bo·vi·ni·cul·tu·ra,nome feminino,bu.vi.ni.kuɫ.tˈu.ɾɐ
bo·vi·no,adjetivo,bu.vˈi.nu
bow·ling,nome masculino,
box,nome masculino,
bo·xar,verbo,bɔk.sˈaɾ
bo·xe,nome feminino,bˈɔk.sɨ
bo·xe,nome masculino,bˈɔk.sɨ
bo·xer,nome masculino,bˈɔk.sɨɾ
bo·xers,nome masculino,bˈɔk.sɨɾʃ
bo·xeur,nome masculino,
bo·xis·ta,nome masculino,bɔk.sˈiʃ.tɐ ou bɔk.sˈiʃ.tɐ
boy,nome masculino,
bra·bo,adjetivo,bɾˈa.bu
bra·ça,nome feminino,bɾˈa.sɐ
bra·ça·da,nome feminino,bɾɐ.sˈa.dɐ
bra·ça·dei·ra,nome feminino,bɾɐ.sɐ.dˈɐj.ɾɐ
bra·ça·do,nome masculino,bɾɐ.sˈa.du
bra·çal,nome masculino,bɾɐ.sˈaɫ
bra·çal,adjetivo,bɾɐ.sˈaɫ
bra·çal·men·te,advérbio,bɾɐ.saɫ.mˈẽ.tɨ
bra·ca·ren·se,nome masculino,bɾɐ.kɐ.ɾˈẽ.sɨ
bra·ca·ren·se,adjetivo,bɾɐ.kɐ.ɾˈẽ.sɨ
bra·ca·ren·se,nome feminino,bɾɐ.kɐ.ɾˈẽ.sɨ
bra·ce·jar,verbo,bɾɐ.sɨ.ʒˈaɾ
bra·ce·jo,nome masculino,bɾɐ.sˈɐ.ʒu
bra·ce·le·te,nome masculino,bɾɐ.sɨ.lˈɛ.tɨ
bra·ço,nome masculino,bɾˈa.su
bra·ço de fer·ro,nome masculino,bɾˌa.su.dɨ.fˈɛ.ʀu
bra·da,nome masculino,bɾˈa.dɐ
bra·da·do,nome masculino,bɾɐ.dˈa.du
bra·da·do,adjetivo,bɾɐ.dˈa.du
bra·dar,verbo,bɾɐ.dˈaɾ
bra·do,nome masculino,bɾˈa.du
bra·ga,nome feminino,bɾˈa.gɐ
bra·ga·da,nome feminino,bɾɐ.gˈa.dɐ
bra·ga·do,nome masculino,bɾɐ.gˈa.du
bra·ga·do,adjetivo,bɾɐ.gˈa.du
bra·gal,nome masculino,bɾɐ.gˈaɫ
bra·gan·ça·na,nome feminino,bɾɐ.gɐ̃.sˈɐ.nɐ
bra·gan·ça·no,adjetivo,bɾɐ.gɐ̃.sˈɐ.nu
bra·gan·ça·no,nome masculino,bɾɐ.gɐ̃.sˈɐ.nu
bra·gan·ção,adjetivo,bɾɐ.gɐ̃.sˈɐ̃w
bra·gan·ção,nome masculino,bɾɐ.gɐ̃.sˈɐ̃w
bra·gan·ti·na,nome feminino,bɾɐ.gɐ̃.tˈi.nɐ
bra·gan·ti·no,adjetivo,bɾɐ.gɐ̃.tˈi.nu
bra·gan·ti·no,nome masculino,bɾɐ.gɐ̃.tˈi.nu
bra·guês,adjetivo,bɾɐ.gˈeʃ
bra·gue·sa,nome feminino,bɾɐ.gˈe.zɐ
bra·gui·lha,nome feminino,bɾɐ.gˈi.ʎɐ
bra·gui·nha,nome feminino,bɾɐ.gˈi.ɲɐ
brai·le,nome masculino,bɾˈaj.lɨ
brail·le,nome masculino,
brain·stor·ming,nome masculino,
bra·ma,nome feminino,bɾˈɐ.mɐ
brâ·ma·ne,nome masculino,bɾˈɐ.mɐ.nɨ
bra·ma·nis·mo,nome masculino,bɾɐ.ma.nˈiʒ.mu
bra·mar,verbo,bɾɐ.mˈaɾ
bra·me,adjetivo,bɾˈɐ.mɨ
bra·me,nome masculino,bɾˈɐ.mɨ ou bɾˈɐ.mɨ
bra·mi·do,nome masculino,bɾɐ.mˈi.du
bra·mir,verbo,bɾɐ.mˈiɾ
bran·ca,nome feminino,bɾˈɐ̃.kɐ
bran·co,adjetivo,bɾˈɐ̃.ku
bran·co,nome masculino,bɾˈɐ̃.ku
bran·co-mar·fim,nome masculino,bɾˌɐ̃.ku.mɐɾ.fˈĩ
bran·co-mar·fim,adjetivo,bɾˌɐ̃.ku.mɐɾ.fˈĩ
bran·co-su·jo,adjetivo,bɾˌɐ̃.ku.sˈu.ʒu
bran·cu·ra,nome feminino,bɾɐ̃ŋ.kˈu.ɾɐ
bran·dal,nome masculino,bɾɐ̃.dˈaɫ
bran·da·men·te,advérbio,bɾɐ̃.dɐ.mˈẽ.tɨ
bran·dão,nome masculino,bɾɐ̃.dˈɐ̃w
bran·de,nome masculino,bɾˈɐ̃.dɨ
bran·de·bur·guês,adjetivo,bɾɐ̃.dɨ.buɾ.gˈeʃ
bran·de·bur·guês,nome masculino,bɾɐ̃.dɨ.buɾ.gˈeʃ
bran·dir,verbo,bɾɐ̃.dˈiɾ
bran·do,adjetivo,bɾˈɐ̃.du
bran·do,nome masculino,bɾˈɐ̃.du
bran·du·ra,nome feminino,bɾɐ̃.dˈu.ɾɐ
bran·dy,nome masculino,
bran·que·a·ção,nome feminino,bɾɐ̃.kjɐ.sˈɐ̃w
bran·que·a·do,adjetivo,bɾɐ̃.kjˈa.du
bran·que·a·dor,nome masculino,bɾɐ̃.kjɐ.dˈoɾ
bran·que·a·dor,adjetivo,bɾɐ̃.kjɐ.dˈoɾ
bran·que·a·do·ra,nome feminino,bɾɐ̃.kjɐ.dˈo.ɾɐ
bran·que·a·men·to,nome masculino,bɾɐ̃.kjɐ.mˈẽ.tu
bran·que·ar,verbo,bɾɐ̃.kjˈaɾ
brân·qui·a,nome feminino,bɾˈɐ̃.kjɐ
bran·quís·si·mo,adjetivo,bɾɐ̃ŋ.kˈi.si.mu
bra·qui·ó·po·de,nome masculino,bɾɐ.kjˈɔ.pu.dɨ
bra·qui·ó·po·de,adjetivo,bɾɐ.kjˈɔ.pu.dɨ
bra·qui·os·sau·ro,nome masculino,bɾɐ.kjɔ.sˈaw.ɾu
bra·sa,nome feminino,bɾˈa.zɐ
bra·são,nome masculino,bɾɐ.zˈɐ̃w
bra·sar,verbo,bɾɐ.zˈaɾ
bra·sei·ra,nome feminino,bɾɐ.zˈɐj.ɾɐ
bra·sei·ro,nome masculino,bɾɐ.zˈɐj.ɾu
bra·si·do,nome masculino,bɾɐ.zˈi.du
bra·sil,nome masculino,bɾɐ.zˈiɫ
bra·sil,nome feminino,bɾɐ.zˈiɫ
bra·si·lei·ra,nome feminino,bɾɐ.zi.lˈɐj.ɾɐ
bra·si·lei·ra·da,nome feminino,bɾɐ.zi.lɐj.ɾˈa.dɐ
bra·si·lei·ris·mo,nome masculino,bɾɐ.zi.lɐj.ɾˈiʒ.mu
bra·si·lei·ro,nome masculino,bɾɐ.zi.lˈɐj.ɾu
bra·si·lei·ro,adjetivo,bɾɐ.zi.lˈɐj.ɾɐ
bra·si·li·da·de,nome feminino,bɾɐ.zi.li.dˈa.dɨ
bra·si·li·en·se,adjetivo,bɾɐ.zi.ljẽ.sɨ
bra·si·li·en·se,nome masculino,bɾɐ.zi.ljẽ.sɨ
bra·si·li·en·se,nome feminino,bɾɐ.zi.ljẽ.sɨ
bra·sis,nome masculino,bɾɐ.zˈiʃ
bra·so·na·do,adjetivo,bɾɐ.zu.nˈa.du
bra·so·nar,verbo,bɾɐ.zu.nˈaɾ
bra·su·ca,adjetivo,bɾɐ.zˈu.kɐ
bra·su·ca,nome masculino,bɾɐ.zˈu.kɐ
bra·su·ca,nome feminino,bɾɐ.zˈu.kɐ
bra·va,nome feminino,bɾˈa.vɐ
bra·va·men·te,advérbio,bɾa.vɐ.mˈẽ.tɨ
bra·var,verbo,bɾɐ.vˈaɾ
bra·va·ta,nome feminino,bɾɐ.vˈa.tɐ
bra·ve·za,nome feminino,bɾɐ.vˈe.zɐ
bra·vi·a·men·te,advérbio,bɾa.vja.mˈẽ.tɨ
bra·vi·o,adjetivo,bɾɐ.vˈi.u
bra·vi·o,nome masculino,bɾɐ.vˈi.u
bra·vís·si·mo,adjetivo,bɾɐ.vˈi.si.mu
bra·vo,adjetivo,bɾˈa.vu
bra·vo,nome masculino,bɾˈa.vu
bra·vu·ra,nome feminino,bɾɐ.vˈu.ɾɐ
break,nome masculino,
break·dan·ce,nome masculino,
bre·ar,verbo,bɾjˈaɾ
bre·ca,nome feminino,bɾˈɛ.kɐ
bre·ca·gem,nome feminino,bɾɛ.kˈa.ʒɐ̃j
bre·car,verbo,bɾɛ.kˈaɾ
bre·cha,nome feminino,bɾˈɛ.ʃɐ
bre·ga,adjetivo,bɾˈɛ.gɐ
bre·ga,nome feminino,bɾˈɛ.gɐ
bre·jei·ra,nome feminino,bɾɛ.ʒˈɐj.ɾɐ
bre·jei·ra·men·te,advérbio,bɾɛ.ʒɐj.ɾɐ.mˈẽ.tɨ
bre·jei·rar,verbo,bɾɛ.ʒɐj.ɾˈaɾ
bre·jei·ri·ce,nome feminino,bɾɛ.ʒɐj.ɾˈi.sɨ
bre·jei·ro,nome masculino,bɾɛ.ʒˈɐj.ɾu
bre·jei·ro,adjetivo,bɾɛ.ʒˈɐj.ɾu
bre·jo,nome masculino,bɾˈɛ.ʒu
bre·nha,nome feminino,bɾˈɐ.ɲɐ
brent,nome masculino,
bre·que,nome masculino,bɾˈɛ.kɨ
bre·tã,nome feminino,bɾɨ.tˈɐ̃
bre·ta·nha,nome feminino,bɾɨ.tˈɐ.ɲɐ
bre·tão,adjetivo,bɾɨ.tˈɐ̃w
bre·tão,nome masculino,bɾɨ.tˈɐ̃w
bre·te,nome masculino,bɾˈɛ.tɨ
breu,nome masculino,bɾˈew
bre·ve,adjetivo,bɾˈɛ.vɨ
bre·ve,nome feminino,bɾˈɛ.vɨ
bre·ve,nome masculino,bɾˈɛ.vɨ
bre·ve,advérbio,bɾˈɛ.vɨ
bre·ve·men·te,advérbio,bɾɛ.vɨ.mˈẽ.tɨ
bre·vet,nome masculino,bɾˈe.ve
bre·ve·ta·do,adjetivo,bɾɨ.vɨ.tˈa.du
bre·ve·tar,verbo,bɾɨ.vɨ.tˈaɾ
bre·vi·á·ri·o,nome masculino,bɾɨ.vjˈa.ɾju
bre·vi·da·de,nome feminino,bɾɨ.vi.dˈa.dɨ
bric-à-brac,nome masculino,
bri·ca·bra·que,nome masculino,bɾi.kɐ.bɾˈa.kɨ
bri·che,nome masculino,bɾˈi.ʃɨ
bri·co·la·ge,nome feminino,bɾi.kɔ.lˈa.ʒɨ
bri·da,nome feminino,bɾˈi.dɐ
bri·dar,verbo,bɾi.dˈaɾ
brid·ge,nome masculino,
bri·e,nome masculino,
brie·fing,nome masculino,
bri·ga,nome feminino,bɾˈi.gɐ
bri·ga·da,nome feminino,bɾi.gˈa.dɐ
bri·ga·dei·ro,nome masculino,bɾi.gɐ.dˈɐj.ɾu
bri·gan·ti·na,nome feminino,bɾi.gɐ̃.tˈi.nɐ
bri·gan·ti·no,adjetivo,bɾi.gɐ̃.tˈi.nu
bri·gan·ti·no,nome masculino,bɾi.gɐ̃.tˈi.nu
bri·gão,adjetivo,bɾi.gˈɐ̃w
bri·gão,nome masculino,bɾi.gˈɐ̃w
bri·gar,verbo,bɾi.gˈaɾ
bri·go·na,nome feminino,bɾi.gˈo.nɐ
bri·gue,nome masculino,bɾˈi.gɨ
bri·lhan·te,nome masculino,bɾi.ʎˈɐ̃.tɨ
bri·lhan·te,adjetivo,bɾi.ʎˈɐ̃.tɨ
bri·lhan·te·men·te,advérbio,bɾi.ʎɐ̃.tɨ.mˈẽ.tɨ
bri·lhan·ti·na,nome feminino,bɾi.ʎɐ̃.tˈi.nɐ
bri·lhan·tis·mo,nome masculino,bɾi.ʎɐ̃.tˈiʒ.mu
bri·lhar,verbo,bɾi.ʎˈaɾ
bri·lha·re·te,nome masculino,bɾi.ʎɐ.ɾˈe.tɨ
bri·lho,nome masculino,bɾˈi.ʎu
brim,nome masculino,bɾˈĩ
brin·ca,nome feminino,bɾˈĩ.kɐ
brin·ca·dei·ra,nome feminino,bɾĩ.kɐ.dˈɐj.ɾɐ
brin·ca·do,adjetivo,bɾĩŋ.kˈa.du
brin·ca·do,nome masculino,bɾĩŋ.kˈa.du
brin·ca·lhão,adjetivo,bɾĩ.kɐ.ʎˈɐ̃w
brin·ca·lhão,nome masculino,bɾĩ.kɐ.ʎˈɐ̃w
brin·ca·lho·na,nome feminino,bɾĩ.kɐ.ʎˈo.nɐ
brin·car,verbo,bɾĩŋ.kˈaɾ
brin·co,nome masculino,bɾˈĩ.ku
brin·dar,verbo,bɾĩ.dˈaɾ
brin·de,nome masculino,bɾˈĩ.dɨ
brin·que·do,nome masculino,bɾĩŋ.kˈe.du
brin·qui·nho,nome masculino,bɾĩŋ.kˈi.ɲu
bri·o,nome masculino,bɾˈi.u
bri·o·che,nome masculino,bɾjˈɔ.ʃɨ
bri·ol,nome masculino,bɾjˈɔɫ
bri·o·sa·men·te,advérbio,bɾjɔ.zɐ.mˈẽ.tɨ
bri·o·so,adjetivo,bɾjˈo.zu
bri·que·tar,verbo,bɾi.kɨ.tˈaɾ
bri·que·te,nome masculino,bɾi.kˈe.tɨ
bri·sa,nome feminino,bɾˈi.zɐ
bri·ta,nome feminino,bɾˈi.tɐ
bri·ta·dei·ra,nome feminino,bɾi.tɐ.dˈɐj.ɾɐ
bri·ta·do,adjetivo,bɾi.tˈa.du
bri·tâ·ni·a,nome feminino,bɾi.tˈɐ.njɐ
bri·tâ·ni·ca,nome feminino,bɾi.tˈɐ.ni.kɐ
bri·ta·ni·ca·men·te,advérbio,bɾi.ta.ni.kɐ.mˈẽ.tɨ
bri·tâ·ni·co,adjetivo,bɾi.tˈɐ.ni.ku
bri·tâ·ni·co,nome masculino,bɾi.tˈɐ.ni.ku
bri·tar,verbo,bɾi.tˈaɾ
bri·ve,nome masculino,bɾˈi.vɨ
bro·a,nome feminino,bɾˈo.ɐ
bro·ca,nome feminino,bɾˈɔ.kɐ
bro·ca·do,nome masculino,bɾu.kˈa.du
bro·car,verbo,bɾu.kˈaɾ
bro·car·do,nome masculino,bɾu.kˈaɾ.du
bro·cha,nome feminino,bɾˈo.ʃɐ
bro·cha·do,adjetivo,bɾu.ʃˈa.du
bro·char,verbo,bɾu.ʃˈaɾ
bro·che,nome masculino,bɾˈɔ.ʃɨ
bro·chu·ra,nome feminino,bɾu.ʃˈu.ɾɐ
bró·co·lo,nome masculino,bɾˈɔ.ku.lu
bró·di·o,nome masculino,bɾˈɔ.dju
bro·ker,nome masculino,
bro·ma,nome feminino,bɾˈo.mɐ
bro·ma,nome masculino,bɾˈo.mɐ
bro·ma,adjetivo,bɾˈo.mɐ
bro·mar,verbo,bɾu.mˈaɾ
bro·ma·to·lo·gi·a,nome feminino,bɾu.mɐ.tu.lu.ʒˈi.ɐ
bro·me·to,nome masculino,bɾu.mˈe.tu
bro·mo,nome masculino,bɾˈɔ.mu
bron·ca,nome feminino,bɾˈõ.kɐ
bron·ca·men·te,advérbio,bɾõ.kɐ.mˈẽ.tɨ
bron·co,adjetivo,bɾˈõ.ku
bron·co·di·la·ta·dor,adjetivo,bɾõ.kɔ.di.lɐ.tɐ.dˈoɾ
bron·co·di·la·ta·dor,nome masculino,bɾõ.kɔ.di.lɐ.tɐ.dˈoɾ
bron·cop·neu·mo·ni·a,nome feminino,bɾõ.kɔ.pnew.mu.nˈi.ɐ
brôn·qui·co,adjetivo,bɾˈõ.ki.ku
brôn·qui·o,nome masculino,bɾˈõ.kju
bron·qui·te,nome feminino,bɾõŋ.kˈi.tɨ
bron·tos·sau·ro,nome masculino,bɾõ.tɔ.sˈaw.ɾu
bron·ze,nome masculino,bɾˈõ.zɨ
bron·ze·a·do,nome masculino,bɾõ.zjˈa.du
bron·ze·a·do,adjetivo,bɾõ.zjˈa.du
bron·ze·a·dor,nome masculino,bɾõ.zjɐ.dˈoɾ
bron·ze·a·dor,adjetivo,bɾõ.zjɐ.dˈoɾ
bron·ze·a·do·ra,nome feminino,bɾõ.zjɐ.dˈo.ɾɐ
bron·ze·a·men·to,nome masculino,bɾõ.zjɐ.mˈẽ.tu
bron·ze·ar,verbo,bɾõ.zjˈaɾ
bros·sa,nome feminino,bɾˈɔ.sɐ
bros·sar,verbo,bɾu.sˈaɾ
bro·ta,nome feminino,bɾˈɔ.tɐ
bro·tar,verbo,bɾu.tˈaɾ
bro·to,nome masculino,bɾˈo.tu
bro·to·e·ja,nome feminino,bɾu.twˈe.ʒɐ
brow·ser,nome masculino,
bro·xa,nome feminino,bɾˈɔ.sɐ
bru·a·á,nome masculino,bɾwa.ˈa
bru·ce·la,nome feminino,bɾu.sˈɛ.lɐ
